Restaurant	Price	Food	Service	Review
Le Bombay	No Opinion	Positive	Mixed	Le top! Une belle adresse pour tous les adeptes de la cuisine indienne..  à chaque passage à Grenoble j’y retourne avec envie.. les assiettes sont excellentes, je précise juste que l’attente peut être parfois très longue..mais patience, ça vaut vraiment le coup
Les Terrasses de Lyon - Lyon	No Opinion	Positive	Positive	Accueil de qualité, vue splendide sur la ville, et je ne parle pas des mets et du service.Vous visitez Lyon, vous devez programmer un déjeuner ou un dîner sur les terrasses de Lyon ......
La Fondue - Grenoble	Negative	Mixed	Mixed	Impression mitigée  les bons points un restaurant spécialisé dans les fondues dont les murs ne transpirent pas le fromage, c est bon pour les vêtements  une serveuse assez sympa un très large choix de fondues (ben oui , c est le principe du restaurant)  les - un service long (de la prise de commande au service) des apéritifs et desserts affichés sur les ardoises qui ne se font plus depuis longtemps , d autres kirs assez moyens des fondues correctes mais pour celles avec des champignons elles deviennent vite désagréables avec des produits caoutchouteux ==> prenez des fondues classiques et c est quand même TRES CHER pour des morceaux de fromage fondus
Brasserie Chavant Grenoble	Mixed	Positive	No Opinion	Ça faisait longtemps que je passais devant sans m'arrêter et ce mercredi soir c'est le premier resto ou on a trouvé un peu de monde....du coup on a essayé et c'est bon et assez sympa. Y'a pas une ambiance de folie, les clients étaient un peu âgés ce soir. On en a eu pour 52€ pour 2 plats et un dessert, c'est un peu cher. Mais pas tant que ça quand on compare avec d'autres ou la qualité n'est pas la même. Donc à recommander si vous voulez bien manger .....
Le Bombay	No Opinion	Positive	Positive	Très bon restaurant indien avec une carte très fournie et un service très agréable. Le menu végétarien est délicieux et aux dires de mes convives, les plats en viande l'étaient également. On sent que tout est fait maison quand on voit la taille de la cuisine et le nombre de cuisiniers. Tres beau cadre aussi, je recommande.
La veyrie - Bernin	Negative	Negative	Positive	Repas en couple. Entrée tomate mozzarella avec 4 tomates cerises. Je trouve ça un peu juste. Le plat très bon mais Rien d’exceptionnel. Dessert pas terrible mais bien présenté. Accueil du personnel parfait. Très accueillant. Je suis juste un peu déçue du repas au vue du prix. le cadre est très joli.
Une Semaine sur Deux - Grenoble	No Opinion	Negative	Positive	Nous avons soupez à 4. Les plats etaient froid meme si le patron nous à fait un geste commercial. Les assiettes peu copieuses en legumes dommage. Par contre le personnel agreable et souriant.Deçus pour nous.
Shunbun - Grenoble	No Opinion	Positive	No Opinion	Bonne adresse pour pour de bons sushis. Endroit agréable. Les desserts sont bons pour un japonnais. Trés large choix à la carte Cependant les formules ne sont pas trés diversifiées.
La Belle Idée - Grenoble	No Opinion	Positive	Positive	Un excellent repas dans un lieu chaleureux. Très bien accueillis par les serveurs fort agréables. Une cuisine maîtrisée avec un temps d'attente très correct. Réservation suggérée, je recommande. Bon appétit !
Les Terrasses de Lyon - Lyon	Negative	Positive	Positive	Par beau temps seulement vous pouvez diner sur la terrasse, laquelle offre une belle vue de la ville. Si vous êtes à l'intérieur, spécialement dans la salle à l'entrée du restaurant il n' y a pas de vue,  malheureusement. Un des attraits de cette endroit qui manque à vos attentes. Vous risquez d'être déçu. Lors de votre reservation posé la question. Par contre la nourriture est excellente,  la carte de vin bien remplie et le service à la hauteur. Comme tout les restaurants étoilés l'addition est en conséquence.  Situé à moitié chemin de Notre Dame de Fourviere, n'oubliez pas les marches à  monter situées  de chaque  côté du restaurant.  Plus de 200 marches peu importe votre choix. Mieux vaut prendre un taxi et redescendre à pied.  Surtout après avoir bien manger !
Bistrot André - Grenoble	No Opinion	Positive	Positive	Nous avons bien mangé seul bémol nous avions la table près  de la porte qui mal isolée laisse passer le froid désagréable pour un repas chaleureux ðŸ˜‰ Banquette pas très confortable  Service très agréable
La Fondue - Grenoble	No Opinion	Positive	No Opinion	Un très bon dîner savoyard dans une ambiance chaleureuse à la décoration typiquement montagnarde. 3 salles de service avec 3 horaires différents : 19h30, 21h15 et 22h30. Pratique !
La veyrie - Bernin	Negative	Mixed	Mixed	Nous étions un groupe d une trentaine de personne . 50€ entrée ,plat ,dessert avec un choix de vins ( Blanc, rosé, rouge) de très bas de gamme . Les plats étaient bons mais sans plus d originalité ! Le service .....holé,holé ! Nous avons été servi dans une salle certes climatisée mais sans âme ( cela aurait pu être la salle des fêtes du village ). La prestation complète ne vallait pas plus de 30€ , nous avons payé 50 € c est surfait ! Nous voulions apporter nos bouteilles de champagne et payer comme il se doit un droit de bouchon , cela nous a été refusé. Pas très commerçant tout cela , nous avons été déçu par ce restaurant. Cela aura été la première et la dernière fois .
Le Chalet Restaurant - Annecy	No Opinion	Negative	No Opinion	Salade de chèvre chaud médiocre, pas fraîche avec du lard sec et médiocre. Pas bon du tout ! Les frites qui accompagnent le hamburger sont noires et cuitent dans de l’huile qui a été utilisée xxx fois. Très déçu
Chalet la Pricaz - Montmin	No Opinion	Positive	Positive	Nous sommes montés pour en prendre plein les yeux et du coups nous n’avons pas été déçus du tout. Un très accueil décontracté et un service aux petits oignons. Nous avons optés pour une raclette et franchement un fromage très bon accompagné d’une excellente charcuterie.   Merci encore pour le café proposé dans la salle du bas une attention très sympathique. Je recommande mille fois  Merci encore
La veyrie - Bernin	Positive	Positive	Positive	"""J'ai découvert """"La Veyrie"""" début mars 2017, invitée pour fêter des anniversaires !! J'avais trouvé le cadre magnifique et le repas de fête excellent.  Je voulais donc  y retourner à titre personnel, ce que j'ai fais ce jour en compagnie de 4 membres de ma famille. Moi qui habite Paris, j'ai apprécié l'accueil chaleureux et la qualité des produits retrouvés dans l'assiette. Le pavé de saumon bio avec sa gambas grillée et ses petits légumes de saison était une pure merveille et tout le repas a été à l'image de ce plat !!!  Et quelles belles présentations !!!!! BRAVO BRAVO ??"""
Le Marrakech - Annecy	Positive	No Opinion	Positive	Excellent restaurant, je recommande vivement ! Très abordable et un accueil très chaleureux de la part du chef !
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Très belle adresse qui fait honneur à la cuisine régionale,accueil très sympa,service impeccable,plats copieux,desserts succulents,allez-y sans hésiter ,un conseil réservez car l' endroit est prisé.
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Accueil avec le sourire. Nous ont proposé une table malgres la non réservation.  Ravioles excellentes. Timing au Top. A recommander. Pensez à réserver. Merci
"""""""Chateau de la commanderie - Grenoble"""""""	No Opinion	Positive	Positive	"""""""Bon accueil. Terrasse très agréable. Très bonne cuisine (cuisson, assaisonnement, présentation, quantité). Service très professionnel qui sait vous mettre alèse. Le sommelier est de bon conseil. Je vous recommande ce restaurant pour passer un moment agréable."""""""
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Plats délicieux. Service au top avec une réel goût de satisfaire le client. Nous reviendrons avec plaisir
Le Marrakech - Annecy	No Opinion	Positive	Positive	Cuisine savoureuse et très copieuse . Le couscous était tellement bon et copieux que nous n'avons malheureusement pas eu l'occasion de gouter aux desserts..... Accueil  sympathique dans un cadre typique et chaleureux.
Brasserie Georges - Lyon	No Opinion	Positive	No Opinion	Grand classique de la cuisine lyonnaise. Plats de qualités au rendez-vous.  Ne convient peut être pas aux végétariens ! Salle un peu bruyante mais c'est l'ambiance que l'on attend dans une brasserie aussi grande et aussi mythique.
Brasserie Georges - Lyon	No Opinion	Positive	Positive	Cet endroit vaut le détour tant pour son décor art déco que pour l’ambiance. Certes la salle est immense donc assez bruyante mais l’ambiance est sympathique, les serveurs sont aux petits soins et la nourriture est bonne. À faire si vous êtes de passage sur Lyon !
La veyrie - Bernin	Positive	Positive	Positive	Une table où tous les essentiels sont présents, comme dans toutes les maisons de Pierre Pavy : accueil, jeune et enthousiaste, cuisine où les fondamentaux sont là (ingrédients & interprétation) et une salle et une terrasse tel un balcon sur toute la chaine de belledonne. Mention spéciale pour les poissons et la tarte au citron revisitée. On y va pour des repas de familles, de copains, des rendez-vous professionnels ou des occasions. Quelque soit le contexte, La Veyrie s'y prête Le rapport entre la qualité et le prix est bon. Attention à ne rien laisser dans les voitures sur le parking, pourtant en pleine campagne (et... justement) A recommander
Les Grands Buffets - Narbonne	No Opinion	No Opinion	Positive	Nous avons été très bien accueilli et bien installés par Tamara. Ensuite Kévin nous a très bien renseigné pour la carte et  Mickaël est très efficaces dans sa partie.  Ils sont tous les 3 souriants et très agréables Nous avons passés une bonne soirée.  Merci à l'équipe qui nous a servi.
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Une étape incontournable chaque fois que nous venons à Strasbourg,  les rosties sont excellentes! Le service et le décor toujours très bien aussi
Une Semaine sur Deux - Grenoble	No Opinion	Positive	No Opinion	On nous a recommandé ce petit restaurant. Tout à fait charmant et les plats y sont délicieux! Une bonne adresse
Bistrot André - Grenoble	No Opinion	No Opinion	No Opinion	Excellente table traditionnelle et raffinée, le lieu mêle histoire tradition et modernité. C’est une adresse incontournable
Les 3 Brasseurs - Echirolles	Positive	Positive	Positive	C est toujours avec la même impression d être tranquille. Un déjeuner d affaire qui se passe bien et sans surprises. Tout est bon et le service est impeccable. Une serveuse taquine juste ce qu il faut et un petit coin pour discuter en toute sérénité.  Jamais dérangé et une discrétion absolue qui que l on passe un bon moment. Les bières sont bonnes que ce soit en blonde ou ambrée, elles se dégustent à  bonne température. La viande toujours aussi délicieuse et les desserts comme le tiramisu valent le détour.  Je recommande donc cet endroit où l addition est tout à  fait raisonnable.
